order_id,product_category,brand,price,discount_percent,discounted_price,quantity_sold,total_revenue,rating,review_count,customer_region,customer_city,payment_method,order_status,shipping_method,customer_segment,sales_channel,device_type,product_condition,seller_type,return_status,delivery_rating,season,promotion_type,membership,gender,delivery_days
10235,Beauty,Amazon Basics,34779.79,33,23302.46,7,163117.22,4.9,7702,East,Chennai,Credit Card,Shipped,Express,VIP,Amazon.in,Desktop,Renewed,Amazon,Not Returned,Average,Summer,No Promotion,Prime,Male,7
10236,Beauty,HP,59647.93,2,58454.97,7,409184.79,3.1,19298,South,Pune,Cash on Delivery,Returned,Same Day,Premium,Amazon.in,Tablet,Renewed,Marketplace,Not Returned,Poor,Summer,No Promotion,Prime,Other,5
10237,Sports,Sony,97102.34,8,89334.15,2,178668.3,3.1,21540,South,Warangal,Debit Card,Delivered,Standard,VIP,Desktop Web,Mobile,New,Amazon,Returned,Average,Spring,Festival Sale,Non-Prime,Female,6
10238,Sports,Samsung,98310.43,4,94378.01,9,849402.09,4.8,32040,Central,Hyderabad,Debit Card,Cancelled,Standard,New,Amazon App,Desktop,Renewed,Amazon,Returned,Good,Spring,Lightning Deal,Prime,Male,8
10239,Fashion,Lenovo,58048.86,41,34248.83,3,102746.49,3.5,46904,North,Vijayawada,Net Banking,Delivered,Standard,Premium,Desktop Web,Desktop,New,Marketplace,Not Returned,Good,Spring,Lightning Deal,Prime,Male,2
10240,Toys,boAt,307.48,9,279.81,2,559.62,4.3,31000,East,Pune,Credit Card,Cancelled,Standard,VIP,Desktop Web,Tablet,Renewed,Amazon,Not Returned,Poor,Winter,Coupon,Non-Prime,Other,2
10241,Home & Kitchen,HP,90084.52,11,80175.22,3,240525.66,4.0,29805,Central,Kolkata,Credit Card,Returned,Same Day,Regular,Amazon.in,Mobile,Renewed,Marketplace,Not Returned,Good,Monsoon,Coupon,Non-Prime,Other,3
10242,Grocery,Apple,57108.75,17,47400.26,2,94800.52,3.2,2599,East,Kolkata,UPI,Returned,Standard,Premium,Mobile Web,Desktop,Renewed,Marketplace,Not Returned,Average,Spring,Lightning Deal,Non-Prime,Male,3
10243,Beauty,Samsung,36725.44,57,15791.94,8,126335.52,4.1,22100,North,Kolkata,Credit Card,Delivered,Express,Premium,Mobile Web,Tablet,New,Amazon,Not Returned,Good,Monsoon,Festival Sale,Non-Prime,Male,3
10244,Electronics,Puma,82952.68,20,66362.14,5,331810.7,4.1,30509,North,Warangal,Net Banking,Cancelled,Prime,Regular,Desktop Web,Desktop,New,Amazon,Not Returned,Poor,Summer,Lightning Deal,Non-Prime,Male,4
10245,Grocery,Sony,40102.28,20,32081.82,3,96245.46,4.0,35003,Central,Chennai,UPI,Returned,Prime,VIP,Amazon.in,Mobile,New,Marketplace,Returned,Average,Monsoon,Coupon,Non-Prime,Female,3
10246,Sports,Apple,3596.64,0,3596.64,5,17983.2,2.7,19183,North,Hyderabad,UPI,Shipped,Standard,VIP,Amazon App,Tablet,Renewed,Marketplace,Not Returned,Excellent,Winter,Lightning Deal,Non-Prime,Other,2
10247,Electronics,Sony,82142.01,2,80499.17,8,643993.36,5.0,38241,West,Kolkata,Debit Card,Shipped,Standard,Premium,Mobile Web,Desktop,Renewed,Marketplace,Not Returned,Average,Winter,Coupon,Prime,Male,9
10248,Electronics,Nike,54675.77,4,52488.74,7,367421.18,3.5,18,South,Visakhapatnam,Debit Card,Cancelled,Standard,Premium,Amazon App,Tablet,New,Marketplace,Returned,Good,Monsoon,Lightning Deal,Prime,Other,6
10249,Electronics,Samsung,33945.73,24,25798.75,6,154792.5,4.1,858,Central,Vijayawada,Credit Card,Delivered,Same Day,VIP,Mobile Web,Mobile,New,Marketplace,Not Returned,Excellent,Winter,Bank Offer,Non-Prime,Other,3
10250,Fashion,Nike,25238.06,57,10852.37,1,10852.37,4.7,25992,East,Bengaluru,UPI,Returned,Prime,VIP,Amazon.in,Tablet,Renewed,Marketplace,Not Returned,Average,Winter,Coupon,Prime,Other,9
10251,Sports,Amazon Basics,59459.99,48,30919.19,10,309191.9,3.6,32580,West,Visakhapatnam,Debit Card,Delivered,Standard,New,Desktop Web,Mobile,New,Amazon,Not Returned,Excellent,Summer,Festival Sale,Non-Prime,Male,4
10252,Electronics,Nike,20962.34,7,19494.98,1,19494.98,4.4,5380,Central,Hyderabad,Net Banking,Shipped,Express,Premium,Amazon App,Desktop,Renewed,Amazon,Not Returned,Excellent,Spring,Bank Offer,Prime,Female,4
10253,Beauty,Amazon Basics,32519.32,16,27316.23,1,27316.23,4.9,35800,North,Warangal,Debit Card,Returned,Standard,Premium,Amazon App,Mobile,New,Amazon,Returned,Excellent,Winter,Lightning Deal,Non-Prime,Male,8
10254,Books,Amazon Basics,63724.72,8,58626.74,10,586267.4,3.4,18915,North,Hyderabad,Amazon Pay,Delivered,Prime,Regular,Desktop Web,Desktop,New,Amazon,Not Returned,Average,Spring,Coupon,Prime,Other,7
10255,Electronics,Apple,88177.14,31,60842.23,8,486737.84,3.5,40239,North,Bengaluru,Amazon Pay,Processing,Standard,New,Amazon App,Desktop,New,Marketplace,Returned,Good,Monsoon,Bank Offer,Non-Prime,Male,7
10256,Fashion,Sony,53381.45,5,50712.38,8,405699.04,4.8,37487,North,Vijayawada,Debit Card,Cancelled,Prime,VIP,Mobile Web,Mobile,Renewed,Amazon,Not Returned,Average,Monsoon,Festival Sale,Prime,Male,10
10257,Grocery,Puma,75957.82,48,39498.07,7,276486.49,2.9,12943,East,Bengaluru,UPI,Cancelled,Standard,New,Desktop Web,Desktop,Renewed,Amazon,Not Returned,Good,Winter,Coupon,Non-Prime,Other,7
10258,Sports,Nike,76352.45,39,46574.99,6,279449.94,2.6,37631,West,Mumbai,UPI,Processing,Express,VIP,Mobile Web,Tablet,New,Marketplace,Returned,Average,Monsoon,Bank Offer,Prime,Other,10
10259,Toys,Samsung,66501.52,20,53201.22,4,212804.88,4.8,36806,South,Vijayawada,Cash on Delivery,Shipped,Standard,VIP,Mobile Web,Desktop,Renewed,Amazon,Not Returned,Average,Summer,Bank Offer,Prime,Male,5
10260,Fashion,Amazon Basics,24733.67,6,23249.65,1,23249.65,4.6,18836,East,Hyderabad,Amazon Pay,Returned,Express,New,Amazon.in,Mobile,Renewed,Marketplace,Returned,Average,Winter,Bank Offer,Non-Prime,Male,7
10261,Electronics,Sony,86704.5,6,81502.23,9,733520.07,4.9,35614,East,Kolkata,Net Banking,Cancelled,Express,Premium,Mobile Web,Tablet,Renewed,Marketplace,Returned,Good,Winter,No Promotion,Prime,Male,4
10262,Sports,boAt,43739.31,46,23619.23,1,23619.23,2.6,40832,South,Hyderabad,UPI,Processing,Standard,VIP,Amazon.in,Tablet,Renewed,Marketplace,Returned,Average,Winter,Lightning Deal,Prime,Male,8
10263,Books,HP,4611.23,38,2858.96,4,11435.84,2.9,11394,South,Hyderabad,Credit Card,Processing,Express,New,Amazon App,Desktop,New,Marketplace,Not Returned,Excellent,Monsoon,Coupon,Prime,Female,9
10264,Electronics,Apple,24611.34,53,11567.33,3,34701.99,2.8,6622,North,Vijayawada,Amazon Pay,Shipped,Same Day,Regular,Amazon App,Desktop,Renewed,Marketplace,Not Returned,Average,Monsoon,Coupon,Prime,Male,3
10265,Fashion,Puma,76600.73,26,56684.54,7,396791.78,4.2,45063,East,Mumbai,Net Banking,Shipped,Standard,New,Amazon.in,Mobile,Renewed,Amazon,Not Returned,Excellent,Winter,Coupon,Prime,Female,7
10266,Home & Kitchen,Philips,7098.51,7,6601.61,5,33008.05,4.0,25280,Central,Hyderabad,Net Banking,Delivered,Standard,Regular,Mobile Web,Tablet,New,Amazon,Not Returned,Poor,Spring,Bank Offer,Non-Prime,Other,10
10267,Beauty,Apple,14905.97,8,13713.49,5,68567.45,3.4,11782,South,Visakhapatnam,UPI,Cancelled,Express,VIP,Desktop Web,Mobile,Renewed,Amazon,Returned,Poor,Monsoon,Lightning Deal,Non-Prime,Female,9
10268,Toys,boAt,69482.84,27,50722.47,4,202889.88,2.6,1159,South,Pune,Net Banking,Delivered,Express,New,Desktop Web,Desktop,Renewed,Marketplace,Not Returned,Good,Monsoon,Festival Sale,Prime,Other,1
10269,Grocery,HP,89280.56,14,76781.28,1,76781.28,4.1,4626,West,Delhi,UPI,Processing,Standard,New,Amazon.in,Tablet,Renewed,Amazon,Not Returned,Good,Winter,Coupon,Non-Prime,Female,2
10270,Fashion,boAt,63445.45,1,62811.0,5,314055.0,3.9,23440,Central,Delhi,Debit Card,Returned,Same Day,Regular,Amazon App,Mobile,New,Amazon,Returned,Poor,Spring,Lightning Deal,Prime,Other,7
10271,Sports,Nike,22383.65,6,21040.63,4,84162.52,2.8,36490,Central,Hyderabad,Amazon Pay,Returned,Express,New,Amazon App,Mobile,New,Amazon,Returned,Average,Winter,Lightning Deal,Non-Prime,Male,2
10272,Toys,Amazon Basics,5529.69,46,2986.03,10,29860.3,4.8,11630,South,Visakhapatnam,Cash on Delivery,Shipped,Express,New,Desktop Web,Mobile,Renewed,Amazon,Not Returned,Average,Monsoon,No Promotion,Prime,Female,7
10273,Toys,Puma,61588.63,17,51118.56,8,408948.48,3.0,44042,North,Kolkata,Debit Card,Returned,Prime,VIP,Amazon.in,Mobile,Renewed,Marketplace,Returned,Average,Winter,Coupon,Prime,Female,1
10274,Toys,Lenovo,4929.38,21,3894.21,2,7788.42,4.4,47656,West,Warangal,Amazon Pay,Returned,Same Day,New,Desktop Web,Mobile,New,Amazon,Returned,Poor,Winter,Bank Offer,Prime,Other,3
10275,Electronics,Amazon Basics,61348.66,49,31287.82,8,250302.56,4.7,6589,Central,Warangal,UPI,Returned,Same Day,Premium,Mobile Web,Tablet,New,Marketplace,Returned,Excellent,Winter,Lightning Deal,Prime,Other,5
10276,Beauty,Lenovo,22711.88,9,20667.81,1,20667.81,3.9,48241,South,Vijayawada,Amazon Pay,Processing,Standard,Regular,Mobile Web,Mobile,New,Marketplace,Returned,Good,Spring,Lightning Deal,Non-Prime,Female,6
10277,Electronics,HP,90483.68,53,42527.33,4,170109.32,3.1,23233,Central,Delhi,UPI,Returned,Same Day,New,Amazon.in,Tablet,Renewed,Amazon,Returned,Excellent,Winter,Festival Sale,Non-Prime,Other,9
10278,Sports,Sony,47613.25,49,24282.76,3,72848.28,3.3,35011,West,Hyderabad,Debit Card,Returned,Standard,Regular,Amazon.in,Mobile,Renewed,Marketplace,Not Returned,Poor,Monsoon,No Promotion,Non-Prime,Male,9
10279,Electronics,Philips,22548.06,32,15332.68,5,76663.4,4.7,8177,West,Warangal,Credit Card,Returned,Prime,Regular,Mobile Web,Desktop,New,Marketplace,Not Returned,Excellent,Winter,Lightning Deal,Prime,Female,3
10280,Home & Kitchen,Samsung,85342.9,6,80222.33,5,401111.65,3.2,34528,East,Hyderabad,Credit Card,Delivered,Same Day,Regular,Amazon App,Desktop,Renewed,Marketplace,Not Returned,Average,Spring,Lightning Deal,Non-Prime,Male,8
10281,Beauty,Amazon Basics,25551.73,2,25040.7,5,125203.5,4.4,48970,South,Vijayawada,Amazon Pay,Processing,Express,New,Amazon.in,Mobile,Renewed,Marketplace,Not Returned,Average,Summer,Bank Offer,Non-Prime,Female,4
10282,Beauty,Puma,30797.59,13,26793.9,4,107175.6,5.0,38210,West,Delhi,Credit Card,Shipped,Prime,New,Mobile Web,Desktop,Renewed,Marketplace,Not Returned,Excellent,Spring,Bank Offer,Prime,Male,7
10283,Sports,boAt,83459.93,43,47572.16,8,380577.28,5.0,26372,East,Bengaluru,UPI,Delivered,Standard,Regular,Mobile Web,Tablet,Renewed,Marketplace,Not Returned,Poor,Winter,Festival Sale,Prime,Female,6
10284,Grocery,Puma,31016.44,45,17059.04,3,51177.12,3.8,23508,East,Pune,Net Banking,Cancelled,Prime,Premium,Amazon App,Mobile,Renewed,Marketplace,Not Returned,Excellent,Summer,Festival Sale,Prime,Other,8
10285,Home & Kitchen,HP,41133.34,60,16453.34,4,65813.36,4.6,14965,Central,Pune,UPI,Processing,Standard,Regular,Amazon App,Tablet,Renewed,Amazon,Returned,Average,Winter,Festival Sale,Non-Prime,Female,6
10286,Fashion,Lenovo,34896.03,35,22682.42,1,22682.42,5.0,3236,Central,Warangal,Net Banking,Processing,Prime,Premium,Amazon App,Mobile,Renewed,Amazon,Not Returned,Average,Spring,Bank Offer,Non-Prime,Male,4
10287,Electronics,boAt,11815.75,12,10397.86,7,72785.02,3.4,15611,East,Pune,Debit Card,Cancelled,Standard,Regular,Amazon App,Desktop,New,Marketplace,Not Returned,Poor,Summer,Bank Offer,Prime,Female,2
10288,Books,Samsung,4080.8,15,3468.68,1,3468.68,3.1,22282,Central,Bengaluru,Cash on Delivery,Cancelled,Same Day,VIP,Desktop Web,Tablet,New,Marketplace,Not Returned,Excellent,Summer,No Promotion,Non-Prime,Male,7
10289,Electronics,Samsung,72508.16,15,61631.94,2,123263.88,2.8,41003,West,Hyderabad,Net Banking,Cancelled,Express,Regular,Amazon App,Desktop,New,Amazon,Returned,Average,Winter,Coupon,Prime,Male,4
10290,Toys,Amazon Basics,64583.68,53,30354.33,7,212480.31,2.9,15829,North,Vijayawada,Credit Card,Shipped,Standard,Regular,Desktop Web,Desktop,New,Amazon,Not Returned,Average,Winter,Coupon,Non-Prime,Male,9
10291,Electronics,HP,28379.13,4,27243.96,1,27243.96,4.6,8680,West,Bengaluru,UPI,Returned,Prime,New,Amazon.in,Mobile,New,Amazon,Not Returned,Excellent,Spring,No Promotion,Prime,Other,9
10292,Fashion,Sony,29699.79,51,14552.9,3,43658.7,4.0,11340,East,Vijayawada,Debit Card,Processing,Standard,Premium,Mobile Web,Tablet,New,Amazon,Returned,Excellent,Winter,Coupon,Non-Prime,Female,7
10293,Electronics,HP,94510.58,24,71828.04,6,430968.24,4.7,31093,East,Vijayawada,Credit Card,Returned,Standard,VIP,Desktop Web,Desktop,New,Marketplace,Not Returned,Good,Summer,Bank Offer,Non-Prime,Male,5
10294,Home & Kitchen,Lenovo,98768.58,37,62224.21,6,373345.26,4.5,21107,West,Delhi,Debit Card,Returned,Standard,Premium,Amazon.in,Mobile,New,Marketplace,Not Returned,Poor,Monsoon,Coupon,Non-Prime,Other,3
10295,Home & Kitchen,Puma,47447.8,37,29892.11,6,179352.66,4.2,9148,Central,Hyderabad,Cash on Delivery,Cancelled,Prime,VIP,Amazon.in,Mobile,New,Amazon,Returned,Poor,Monsoon,Bank Offer,Prime,Male,3
10296,Beauty,Samsung,80283.68,49,40944.68,2,81889.36,4.0,43074,Central,Visakhapatnam,UPI,Shipped,Express,Regular,Desktop Web,Mobile,Renewed,Amazon,Not Returned,Excellent,Spring,No Promotion,Prime,Female,9
10297,Sports,Puma,73720.25,37,46443.76,2,92887.52,2.6,17499,East,Pune,Amazon Pay,Delivered,Same Day,New,Amazon.in,Desktop,Renewed,Amazon,Returned,Poor,Winter,Festival Sale,Prime,Other,9
10298,Grocery,Puma,29871.31,38,18520.21,6,111121.26,4.7,18165,South,Visakhapatnam,UPI,Shipped,Express,New,Amazon.in,Mobile,New,Amazon,Not Returned,Average,Spring,No Promotion,Non-Prime,Male,4
10299,Books,Puma,6043.56,55,2719.6,10,27196.0,3.5,43786,Central,Delhi,Cash on Delivery,Returned,Standard,Premium,Desktop Web,Tablet,Renewed,Marketplace,Not Returned,Excellent,Monsoon,Coupon,Prime,Male,1
10300,Toys,Samsung,14426.11,55,6491.75,5,32458.75,3.9,25226,West,Vijayawada,UPI,Shipped,Prime,New,Amazon.in,Tablet,Renewed,Amazon,Not Returned,Excellent,Monsoon,Bank Offer,Non-Prime,Male,10
10301,Electronics,Apple,83860.75,47,44446.2,7,311123.4,2.6,18260,Central,Warangal,Amazon Pay,Cancelled,Express,Premium,Amazon App,Desktop,New,Amazon,Returned,Excellent,Winter,Coupon,Prime,Female,5
10302,Electronics,Nike,73174.14,40,43904.48,7,307331.36,4.8,24916,West,Pune,Net Banking,Delivered,Standard,Premium,Amazon App,Tablet,New,Amazon,Returned,Good,Summer,Coupon,Prime,Other,8
10303,Fashion,Lenovo,66499.62,25,49874.72,5,249373.6,4.8,43910,East,Pune,Debit Card,Cancelled,Same Day,VIP,Mobile Web,Mobile,New,Marketplace,Returned,Poor,Winter,Festival Sale,Non-Prime,Other,10
10304,Sports,Apple,13237.75,58,5559.86,8,44478.88,3.9,30480,Central,Hyderabad,Amazon Pay,Delivered,Same Day,Premium,Amazon.in,Desktop,Renewed,Marketplace,Not Returned,Good,Monsoon,Coupon,Non-Prime,Other,4
10305,Home & Kitchen,Lenovo,64064.08,12,56376.39,10,563763.9,3.9,32191,West,Mumbai,Credit Card,Returned,Same Day,VIP,Mobile Web,Mobile,Renewed,Marketplace,Not Returned,Average,Summer,Festival Sale,Prime,Male,10
10306,Books,boAt,77259.8,43,44038.09,6,264228.54,4.3,9546,East,Chennai,Cash on Delivery,Delivered,Standard,New,Amazon App,Desktop,New,Amazon,Returned,Poor,Spring,Bank Offer,Prime,Other,10
10307,Beauty,HP,86087.05,50,43043.52,5,215217.6,3.2,36044,South,Chennai,Net Banking,Delivered,Prime,Premium,Amazon App,Desktop,Renewed,Amazon,Returned,Good,Monsoon,Bank Offer,Non-Prime,Male,4
10308,Home & Kitchen,HP,1519.48,25,1139.61,4,4558.44,3.1,49600,West,Chennai,Credit Card,Delivered,Express,Premium,Amazon App,Mobile,Renewed,Amazon,Not Returned,Excellent,Spring,Festival Sale,Non-Prime,Female,9
10309,Toys,Philips,68509.62,54,31514.43,7,220601.01,4.2,21921,South,Mumbai,Credit Card,Shipped,Same Day,Regular,Amazon.in,Tablet,Renewed,Marketplace,Not Returned,Good,Summer,No Promotion,Prime,Other,9
10310,Sports,HP,2104.95,54,968.28,4,3873.12,2.8,48776,South,Hyderabad,Cash on Delivery,Shipped,Standard,Premium,Amazon.in,Tablet,New,Marketplace,Not Returned,Excellent,Spring,Bank Offer,Non-Prime,Male,7
10311,Toys,Samsung,70744.91,0,70744.91,5,353724.55,3.6,36940,North,Mumbai,Net Banking,Returned,Standard,Premium,Amazon App,Desktop,Renewed,Amazon,Not Returned,Good,Monsoon,No Promotion,Prime,Other,10
10312,Grocery,Sony,63634.01,7,59179.63,5,295898.15,3.7,45951,Central,Chennai,Credit Card,Delivered,Express,Regular,Mobile Web,Mobile,Renewed,Amazon,Returned,Good,Winter,Bank Offer,Prime,Other,8
10313,Beauty,Amazon Basics,15004.12,3,14554.0,1,14554.0,3.5,12836,West,Delhi,Credit Card,Processing,Same Day,Regular,Mobile Web,Mobile,Renewed,Marketplace,Not Returned,Good,Spring,Bank Offer,Prime,Female,4
10314,Grocery,Philips,76657.95,20,61326.36,1,61326.36,3.0,8989,South,Bengaluru,Net Banking,Returned,Standard,New,Desktop Web,Desktop,Renewed,Amazon,Not Returned,Excellent,Monsoon,Lightning Deal,Non-Prime,Other,8
10315,Fashion,Amazon Basics,7020.09,21,5545.87,3,16637.61,3.4,13740,North,Vijayawada,UPI,Delivered,Express,Premium,Amazon App,Tablet,Renewed,Amazon,Not Returned,Good,Monsoon,Coupon,Prime,Female,6
10316,Toys,Lenovo,82673.6,50,41336.8,3,124010.4,3.3,30180,East,Mumbai,Credit Card,Delivered,Prime,New,Mobile Web,Mobile,Renewed,Amazon,Not Returned,Poor,Summer,Coupon,Prime,Other,3
10317,Fashion,Amazon Basics,26339.54,52,12642.98,2,25285.96,3.7,13102,West,Hyderabad,Debit Card,Shipped,Prime,New,Amazon App,Tablet,Renewed,Marketplace,Not Returned,Poor,Monsoon,No Promotion,Non-Prime,Other,7
10318,Electronics,Amazon Basics,68946.42,57,29646.96,2,59293.92,4.2,15357,South,Hyderabad,Net Banking,Returned,Prime,Regular,Mobile Web,Tablet,New,Amazon,Not Returned,Poor,Winter,Coupon,Non-Prime,Other,3
10319,Grocery,Philips,92383.2,36,59125.25,6,354751.5,4.9,48381,Central,Visakhapatnam,Credit Card,Delivered,Same Day,VIP,Desktop Web,Desktop,New,Amazon,Not Returned,Excellent,Winter,No Promotion,Non-Prime,Other,7
10320,Sports,boAt,34113.74,48,17739.14,1,17739.14,2.9,30255,North,Bengaluru,Cash on Delivery,Delivered,Express,New,Desktop Web,Desktop,Renewed,Amazon,Returned,Excellent,Spring,Bank Offer,Prime,Other,5
10321,Toys,Puma,50387.83,2,49380.07,6,296280.42,4.7,36094,South,Warangal,Amazon Pay,Returned,Express,VIP,Amazon App,Tablet,New,Amazon,Returned,Poor,Spring,Lightning Deal,Non-Prime,Other,4
10322,Books,HP,46418.18,18,38062.91,5,190314.55,3.2,25221,Central,Pune,Debit Card,Processing,Standard,Premium,Mobile Web,Mobile,Renewed,Marketplace,Returned,Poor,Spring,Lightning Deal,Non-Prime,Female,3
10323,Beauty,HP,15928.61,0,15928.61,6,95571.66,4.0,719,South,Chennai,Amazon Pay,Returned,Standard,Regular,Amazon.in,Mobile,Renewed,Marketplace,Not Returned,Poor,Spring,Bank Offer,Prime,Female,8
10324,Home & Kitchen,Samsung,59112.14,28,42560.74,5,212803.7,3.9,17906,West,Warangal,Amazon Pay,Returned,Standard,Premium,Desktop Web,Desktop,Renewed,Marketplace,Returned,Average,Winter,Festival Sale,Prime,Male,4
10325,Sports,Philips,74350.59,22,57993.46,7,405954.22,3.9,23140,West,Visakhapatnam,Credit Card,Processing,Express,Premium,Amazon App,Tablet,New,Amazon,Not Returned,Poor,Summer,Festival Sale,Prime,Other,8
10326,Sports,Samsung,91703.11,32,62358.11,1,62358.11,4.3,1069,West,Chennai,Debit Card,Returned,Standard,Regular,Amazon App,Mobile,Renewed,Marketplace,Not Returned,Good,Spring,Coupon,Prime,Female,10
10327,Fashion,Sony,85109.1,54,39150.19,3,117450.57,3.5,7749,North,Bengaluru,Debit Card,Delivered,Express,Premium,Mobile Web,Mobile,Renewed,Amazon,Not Returned,Average,Summer,No Promotion,Non-Prime,Other,3
10328,Grocery,Sony,51098.93,51,25038.48,6,150230.88,3.3,12935,West,Visakhapatnam,UPI,Returned,Express,Regular,Amazon App,Desktop,New,Marketplace,Not Returned,Average,Monsoon,Lightning Deal,Prime,Other,10
10329,Toys,Samsung,71956.91,40,43174.15,1,43174.15,4.6,37655,Central,Chennai,Amazon Pay,Processing,Prime,VIP,Desktop Web,Tablet,New,Amazon,Returned,Excellent,Monsoon,Coupon,Non-Prime,Female,9
10330,Toys,Philips,80117.18,22,62491.4,7,437439.8,3.1,44035,South,Bengaluru,Debit Card,Cancelled,Standard,Premium,Amazon App,Mobile,Renewed,Marketplace,Not Returned,Good,Spring,Bank Offer,Prime,Other,6
10331,Electronics,Samsung,49449.17,4,47471.2,4,189884.8,3.0,30720,East,Kolkata,UPI,Returned,Prime,Regular,Amazon App,Desktop,New,Marketplace,Not Returned,Excellent,Monsoon,Lightning Deal,Prime,Female,5
10332,Electronics,HP,11718.67,6,11015.55,3,33046.65,2.5,27937,Central,Warangal,Net Banking,Shipped,Same Day,New,Amazon.in,Mobile,New,Marketplace,Returned,Excellent,Summer,No Promotion,Non-Prime,Female,5
10333,Beauty,Apple,43904.49,56,19317.98,10,193179.8,3.0,18540,Central,Warangal,UPI,Delivered,Same Day,Premium,Amazon.in,Mobile,Renewed,Amazon,Returned,Good,Summer,No Promotion,Non-Prime,Male,3
10334,Fashion,Nike,84278.31,57,36239.67,9,326157.03,3.8,7944,West,Pune,Cash on Delivery,Delivered,Same Day,VIP,Desktop Web,Mobile,Renewed,Amazon,Returned,Excellent,Monsoon,Festival Sale,Non-Prime,Male,2
10335,Sports,Amazon Basics,59743.81,5,56756.62,1,56756.62,3.8,48702,North,Bengaluru,Credit Card,Shipped,Express,Regular,Mobile Web,Desktop,Renewed,Amazon,Not Returned,Good,Spring,Coupon,Prime,Male,6
10336,Toys,Nike,72499.95,48,37699.97,8,301599.76,3.1,12747,South,Mumbai,Net Banking,Shipped,Express,Premium,Amazon.in,Tablet,New,Marketplace,Returned,Good,Summer,Bank Offer,Prime,Male,1
10337,Books,Philips,18688.75,21,14764.11,1,14764.11,2.7,10505,North,Kolkata,Net Banking,Returned,Express,Premium,Mobile Web,Desktop,New,Amazon,Not Returned,Excellent,Summer,Lightning Deal,Non-Prime,Other,7
10338,Fashion,Nike,96439.91,48,50148.75,5,250743.75,4.4,46217,South,Delhi,Cash on Delivery,Shipped,Standard,Premium,Desktop Web,Tablet,New,Amazon,Not Returned,Poor,Winter,No Promotion,Non-Prime,Other,5
10339,Beauty,Sony,40526.24,12,35663.09,10,356630.9,4.4,11697,South,Chennai,UPI,Cancelled,Prime,VIP,Amazon.in,Mobile,Renewed,Amazon,Returned,Excellent,Spring,Lightning Deal,Prime,Male,4
10340,Beauty,Lenovo,65431.83,11,58234.33,8,465874.64,5.0,36907,North,Kolkata,Credit Card,Processing,Express,Regular,Mobile Web,Tablet,New,Amazon,Returned,Average,Winter,Bank Offer,Non-Prime,Female,9
10341,Fashion,Amazon Basics,2082.45,3,2019.98,6,12119.88,4.8,15221,Central,Bengaluru,UPI,Shipped,Prime,New,Amazon.in,Mobile,New,Amazon,Returned,Excellent,Monsoon,Lightning Deal,Non-Prime,Female,10
10342,Beauty,Puma,12905.46,7,12002.08,7,84014.56,4.8,7087,South,Vijayawada,Debit Card,Shipped,Prime,New,Desktop Web,Mobile,Renewed,Amazon,Not Returned,Good,Monsoon,Coupon,Prime,Female,1
10343,Fashion,Philips,78246.02,36,50077.45,8,400619.6,4.5,21462,North,Chennai,UPI,Cancelled,Prime,New,Desktop Web,Desktop,Renewed,Marketplace,Not Returned,Average,Winter,Festival Sale,Non-Prime,Female,4
10344,Home & Kitchen,Amazon Basics,96802.35,30,67761.64,6,406569.84,4.0,22789,South,Hyderabad,Net Banking,Delivered,Standard,Regular,Amazon.in,Mobile,Renewed,Marketplace,Not Returned,Good,Spring,Lightning Deal,Prime,Other,3
10345,Fashion,Nike,32140.52,36,20569.93,6,123419.58,2.8,33400,East,Warangal,Credit Card,Delivered,Standard,New,Mobile Web,Desktop,New,Amazon,Not Returned,Poor,Summer,Festival Sale,Prime,Female,6
10346,Grocery,Sony,3909.64,44,2189.4,6,13136.4,4.1,2199,Central,Bengaluru,UPI,Returned,Same Day,VIP,Amazon App,Tablet,Renewed,Marketplace,Not Returned,Poor,Monsoon,Bank Offer,Prime,Female,5
10347,Fashion,boAt,36213.49,25,27160.12,5,135800.6,2.6,47316,West,Hyderabad,Credit Card,Cancelled,Same Day,Regular,Amazon App,Tablet,New,Marketplace,Not Returned,Average,Spring,Festival Sale,Non-Prime,Male,7
10348,Beauty,Apple,1942.32,42,1126.55,8,9012.4,4.7,44023,South,Pune,Credit Card,Processing,Prime,Premium,Amazon.in,Mobile,New,Amazon,Returned,Poor,Spring,Lightning Deal,Non-Prime,Female,1
10349,Toys,Puma,19397.83,7,18039.98,2,36079.96,3.7,21737,East,Visakhapatnam,Debit Card,Processing,Same Day,VIP,Mobile Web,Desktop,Renewed,Amazon,Not Returned,Poor,Monsoon,Lightning Deal,Non-Prime,Other,5
10350,Grocery,Apple,75295.71,39,45930.38,7,321512.66,4.2,49774,West,Delhi,Debit Card,Cancelled,Prime,Premium,Amazon App,Mobile,Renewed,Marketplace,Returned,Excellent,Monsoon,No Promotion,Non-Prime,Female,2
10351,Beauty,Amazon Basics,93720.42,32,63729.89,4,254919.56,2.6,6073,West,Delhi,Net Banking,Processing,Standard,New,Desktop Web,Desktop,Renewed,Amazon,Returned,Excellent,Spring,Lightning Deal,Prime,Female,2
10352,Electronics,Sony,8926.42,44,4998.8,1,4998.8,3.8,16744,South,Hyderabad,Cash on Delivery,Delivered,Standard,VIP,Mobile Web,Desktop,Renewed,Marketplace,Returned,Poor,Summer,Festival Sale,Prime,Other,2
